time,imsi,cellId,isServingCell?,RSRP(dBm),RSRQ(dB)
6.996,1,9,0,-88.152,-36.336
6.996,2,1,1,-60.280,-12.728
6.996,2,2,0,-80.241,-32.690
6.996,2,3,0,-87.570,-40.019
6.996,2,4,0,-69.017,-21.466
6.996,2,5,0,-57.102,-9.550
6.996,2,6,0,-81.859,-34.307
6.996,2,7,0,-52.409,-4.857
6.996,2,8,0,-81.602,-34.051
6.996,2,9,0,-81.602,-34.051
7.001,1,1,0,-62.304,-10.488
7.001,1,2,0,-91.000,-39.184
7.001,1,3,0,-91.383,-39.567
7.001,1,4,0,-59.021,-7.204
7.001,1,5,0,-76.616,-24.800
7.001,1,6,0,-85.657,-33.840
7.001,1,7,1,-58.474,-6.658
7.001,1,8,0,-88.154,-36.337
7.001,1,9,0,-88.154,-36.337
7.001,2,1,1,-60.282,-12.730
7.001,2,2,0,-80.240,-32.689
7.001,2,3,0,-87.571,-40.020
7.001,2,4,0,-69.017,-21.466
7.001,2,5,0,-57.105,-9.553
7.001,2,6,0,-81.861,-34.309
7.001,2,7,0,-52.408,-4.856
7.001,2,8,0,-81.603,-34.051
7.001,2,9,0,-81.603,-34.051
7.006,1,1,0,-62.304,-10.488
7.006,1,2,0,-91.004,-39.188
7.006,1,3,0,-91.383,-39.567
7.006,1,4,0,-59.018,-7.202
7.006,1,5,0,-76.623,-24.808
7.006,1,6,0,-85.657,-33.841
7.006,1,7,1,-58.476,-6.660
7.006,1,8,0,-88.155,-36.339
7.006,1,9,0,-88.155,-36.339
7.006,2,1,1,-60.284,-12.732
7.006,2,2,0,-80.239,-32.687
7.006,2,3,0,-87.572,-40.021
7.006,2,4,0,-69.018,-21.466
7.006,2,5,0,-57.108,-9.556
7.006,2,6,0,-81.863,-34.311
7.006,2,7,0,-52.406,-4.855
7.006,2,8,0,-81.603,-34.051
7.006,2,9,0,-81.603,-34.051
7.011,1,1,0,-62.303,-10.488
7.011,1,2,0,-91.008,-39.192
7.011,1,3,0,-91.383,-39.568
7.011,1,4,0,-59.015,-7.199
7.011,1,5,0,-76.630,-24.815
7.011,1,6,0,-85.656,-33.841
7.011,1,7,1,-58.478,-6.662
7.011,1,8,0,-88.156,-36.340
7.011,1,9,0,-88.156,-36.340
7.011,2,1,1,-60.286,-12.734
7.011,2,2,0,-80.238,-32.686
7.011,2,3,0,-87.574,-40.022
7.011,2,4,0,-69.018,-21.466
7.011,2,5,0,-57.111,-9.559
7.011,2,6,0,-81.865,-34.313
7.011,2,7,0,-52.405,-4.853
7.011,2,8,0,-81.604,-34.052
7.011,2,9,0,-81.604,-34.052
7.016,1,1,0,-62.303,-10.488
7.016,1,2,0,-91.011,-39.196
7.016,1,3,0,-91.384,-39.569
7.016,1,4,0,-59.012,-7.197
7.016,1,5,0,-76.637,-24.822
7.016,1,6,0,-85.656,-33.841
7.016,1,7,1,-58.479,-6.665
7.016,1,8,0,-88.157,-36.342
7.016,1,9,0,-88.157,-36.342
7.016,2,1,1,-60.288,-12.736
7.016,2,2,0,-80.236,-32.684
7.016,2,3,0,-87.575,-40.023
7.016,2,4,0,-69.018,-21.466
7.016,2,5,0,-57.114,-9.562
7.016,2,6,0,-81.868,-34.315
7.016,2,7,0,-52.404,-4.852
7.016,2,8,0,-81.604,-34.052
7.016,2,9,0,-81.604,-34.052
7.021,1,1,0,-62.302,-10.488
7.021,1,2,0,-91.015,-39.200
7.021,1,3,0,-91.384,-39.569
7.021,1,4,0,-59.009,-7.195
7.021,1,5,0,-76.644,-24.830
7.021,1,6,0,-85.656,-33.842
7.021,1,7,1,-58.481,-6.667
7.021,1,8,0,-88.158,-36.344
7.021,1,9,0,-88.158,-36.344
7.021,2,1,1,-60.290,-12.738
7.021,2,2,0,-80.235,-32.683
7.021,2,3,0,-87.577,-40.024
7.021,2,4,0,-69.018,-21.466
7.021,2,5,0,-57.117,-9.565
7.021,2,6,0,-81.870,-34.317
7.021,2,7,0,-52.403,-4.851
7.021,2,8,0,-81.605,-34.052
7.021,2,9,0,-81.605,-34.052
7.026,1,1,0,-62.302,-10.488
7.026,1,2,0,-91.018,-39.204
7.026,1,3,0,-91.384,-39.570
7.026,1,4,0,-59.006,-7.192
7.026,1,5,0,-76.652,-24.837
7.026,1,6,0,-85.656,-33.842
7.026,1,7,1,-58.483,-6.669
7.026,1,8,0,-88.159,-36.345
7.026,1,9,0,-88.159,-36.345
7.026,2,1,1,-60.293,-12.740
7.026,2,2,0,-80.234,-32.681
7.026,2,3,0,-87.578,-40.025
7.026,2,4,0,-69.019,-21.466
7.026,2,5,0,-57.121,-9.568
7.026,2,6,0,-81.872,-34.319
7.026,2,7,0,-52.402,-4.849
7.026,2,8,0,-81.605,-34.052
7.026,2,9,0,-81.605,-34.052
7.031,1,1,0,-62.302,-10.488
7.031,1,2,0,-91.022,-39.208
7.031,1,3,0,-91.385,-39.571
7.031,1,4,0,-59.003,-7.190
7.031,1,5,0,-76.658,-24.845
7.031,1,6,0,-85.656,-33.842
7.031,1,7,1,-58.485,-6.671
7.031,1,8,0,-88.161,-36.347
7.031,1,9,0,-88.161,-36.347
7.031,2,1,1,-60.295,-12.742
7.031,2,2,0,-80.233,-32.680
7.031,2,3,0,-87.579,-40.026
7.031,2,4,0,-69.019,-21.466
7.031,2,5,0,-57.124,-9.571
7.031,2,6,0,-81.874,-34.321
7.031,2,7,0,-52.401,-4.848
7.031,2,8,0,-81.605,-34.053
7.031,2,9,0,-81.605,-34.053
7.036,1,1,0,-62.301,-10.488
7.036,1,2,0,-91.026,-39.212
7.036,1,3,0,-91.385,-39.572
7.036,1,4,0,-59.000,-7.187
7.036,1,5,0,-76.666,-24.852
7.036,1,6,0,-85.656,-33.843
7.036,1,7,1,-58.486,-6.673
7.036,1,8,0,-88.162,-36.349
7.036,1,9,0,-88.162,-36.349
7.036,2,1,1,-60.297,-12.744
7.036,2,2,0,-80.231,-32.678
7.036,2,3,0,-87.580,-40.027
7.036,2,4,0,-69.019,-21.466
7.036,2,5,0,-57.127,-9.574
7.036,2,6,0,-81.876,-34.323
7.036,2,7,0,-52.400,-4.847
7.036,2,8,0,-81.606,-34.053
7.036,2,9,0,-81.606,-34.053
7.041,1,1,0,-62.301,-10.488
7.041,1,2,0,-91.029,-39.216
7.041,1,3,0,-91.385,-39.572
7.041,1,4,0,-58.998,-7.185
7.041,1,5,0,-76.673,-24.860
7.041,1,6,0,-85.656,-33.843
7.041,1,7,1,-58.488,-6.675
7.041,1,8,0,-88.163,-36.350
7.041,1,9,0,-88.163,-36.350
7.041,2,1,1,-60.299,-12.746
7.041,2,2,0,-80.230,-32.677
7.041,2,3,0,-87.581,-40.028
7.041,2,4,0,-69.019,-21.466
7.041,2,5,0,-57.130,-9.577
7.041,2,6,0,-81.879,-34.325
7.041,2,7,0,-52.398,-4.845
7.041,2,8,0,-81.606,-34.053
7.041,2,9,0,-81.606,-34.053
7.046,1,1,0,-62.300,-10.488
7.046,1,2,0,-91.033,-39.220
7.046,1,3,0,-91.386,-39.573
7.046,1,4,0,-58.995,-7.182
7.046,1,5,0,-76.680,-24.867
7.046,1,6,0,-85.656,-33.843
7.046,1,7,1,-58.490,-6.677
7.046,1,8,0,-88.164,-36.352
7.046,1,9,0,-88.164,-36.352
7.046,2,1,1,-60.301,-12.748
7.046,2,2,0,-80.229,-32.676
7.046,2,3,0,-87.583,-40.030
7.046,2,4,0,-69.020,-21.466
7.046,2,5,0,-57.133,-9.580
7.046,2,6,0,-81.881,-34.328
7.046,2,7,0,-52.397,-4.844
7.046,2,8,0,-81.607,-34.053
7.046,2,9,0,-81.607,-34.053
7.051,1,1,0,-62.300,-10.488
7.051,1,2,0,-91.036,-39.224
7.051,1,3,0,-91.386,-39.574
7.051,1,4,0,-58.992,-7.180
7.051,1,5,0,-76.687,-24.875
7.051,1,6,0,-85.656,-33.844
7.051,1,7,1,-58.491,-6.679
7.051,1,8,0,-88.165,-36.353
7.051,1,9,0,-88.165,-36.353
7.051,2,1,1,-60.303,-12.750
7.051,2,2,0,-80.228,-32.674
7.051,2,3,0,-87.584,-40.031
7.051,2,4,0,-69.020,-21.466
7.051,2,5,0,-57.137,-9.583
7.051,2,6,0,-81.883,-34.330
7.051,2,7,0,-52.396,-4.843
7.051,2,8,0,-81.607,-34.054
7.051,2,9,0,-81.607,-34.054
7.056,1,1,0,-62.299,-10.488
7.056,1,2,0,-91.040,-39.228
7.056,1,3,0,-91.386,-39.575
7.056,1,4,0,-58.989,-7.177
7.056,1,5,0,-76.694,-24.883
7.056,1,6,0,-85.656,-33.844
7.056,1,7,1,-58.493,-6.681
7.056,1,8,0,-88.167,-36.355
7.056,1,9,0,-88.167,-36.355
7.056,2,1,1,-60.305,-12.752
7.056,2,2,0,-80.226,-32.673
7.056,2,3,0,-87.585,-40.031
7.056,2,4,0,-69.020,-21.466
7.056,2,5,0,-57.140,-9.586
7.056,2,6,0,-81.885,-34.332
7.056,2,7,0,-52.395,-4.841
7.056,2,8,0,-81.608,-34.054
7.056,2,9,0,-81.608,-34.054
7.061,1,1,0,-62.299,-10.488
7.061,1,2,0,-91.044,-39.232
7.061,1,3,0,-91.387,-39.575
7.061,1,4,0,-58.986,-7.175
7.061,1,5,0,-76.701,-24.890
7.061,1,6,0,-85.656,-33.844
7.061,1,7,1,-58.495,-6.683
7.061,1,8,0,-88.168,-36.357
7.061,1,9,0,-88.168,-36.357
7.061,2,1,1,-60.307,-12.753
7.061,2,2,0,-80.225,-32.671
7.061,2,3,0,-87.587,-40.033
7.061,2,4,0,-69.020,-21.466
7.061,2,5,0,-57.143,-9.589
7.061,2,6,0,-81.887,-34.333
7.061,2,7,0,-52.394,-4.840
7.061,2,8,0,-81.608,-34.054
7.061,2,9,0,-81.608,-34.054
7.066,1,1,0,-62.298,-10.488
7.066,1,2,0,-91.047,-39.236
7.066,1,3,0,-91.387,-39.576
7.066,1,4,0,-58.983,-7.172
7.066,1,5,0,-76.708,-24.897
7.066,1,6,0,-85.656,-33.845
7.066,1,7,1,-58.496,-6.685
7.066,1,8,0,-88.169,-36.358
7.066,1,9,0,-88.169,-36.358
7.066,2,1,1,-60.310,-12.755
7.066,2,2,0,-80.224,-32.670
7.066,2,3,0,-87.588,-40.034
7.066,2,4,0,-69.021,-21.466
7.066,2,5,0,-57.146,-9.592
7.066,2,6,0,-81.890,-34.336
7.066,2,7,0,-52.393,-4.839
7.066,2,8,0,-81.609,-34.055
7.066,2,9,0,-81.609,-34.055
7.071,1,1,0,-62.298,-10.488
7.071,1,2,0,-91.051,-39.240
7.071,1,3,0,-91.387,-39.577
7.071,1,4,0,-58.980,-7.170
7.071,1,5,0,-76.715,-24.905
7.071,1,6,0,-85.656,-33.845
7.071,1,7,1,-58.498,-6.688
7.071,1,8,0,-88.171,-36.360
7.071,1,9,0,-88.171,-36.360
7.071,2,1,1,-60.312,-12.757
7.071,2,2,0,-80.223,-32.669
7.071,2,3,0,-87.589,-40.035
7.071,2,4,0,-69.021,-21.467
7.071,2,5,0,-57.149,-9.595
7.071,2,6,0,-81.892,-34.338
7.071,2,7,0,-52.392,-4.837
7.071,2,8,0,-81.609,-34.055
7.071,2,9,0,-81.609,-34.055
7.076,1,1,0,-62.298,-10.488
7.076,1,2,0,-91.054,-39.244
7.076,1,3,0,-91.388,-39.577
7.076,1,4,0,-58.978,-7.167
7.076,1,5,0,-76.722,-24.912
7.076,1,6,0,-85.655,-33.845
7.076,1,7,1,-58.500,-6.690
7.076,1,8,0,-88.171,-36.361
7.076,1,9,0,-88.171,-36.361
7.076,2,1,1,-60.314,-12.759
7.076,2,2,0,-80.222,-32.667
7.076,2,3,0,-87.590,-40.036
7.076,2,4,0,-69.021,-21.467
7.076,2,5,0,-57.152,-9.598
7.076,2,6,0,-81.894,-34.340
7.076,2,7,0,-52.390,-4.836
7.076,2,8,0,-81.610,-34.055
7.076,2,9,0,-81.610,-34.055
7.081,1,1,0,-62.297,-10.488
7.081,1,2,0,-91.058,-39.248
7.081,1,3,0,-91.388,-39.578
7.081,1,4,0,-58.975,-7.165
7.081,1,5,0,-76.729,-24.919
7.081,1,6,0,-85.655,-33.846
7.081,1,7,1,-58.501,-6.692
7.081,1,8,0,-88.173,-36.363
7.081,1,9,0,-88.173,-36.363
7.081,2,1,1,-60.316,-12.761
7.081,2,2,0,-80.220,-32.666
7.081,2,3,0,-87.592,-40.037
7.081,2,4,0,-69.021,-21.467
7.081,2,5,0,-57.155,-9.601
7.081,2,6,0,-81.896,-34.342
7.081,2,7,0,-52.389,-4.835
7.081,2,8,0,-81.610,-34.055
7.081,2,9,0,-81.610,-34.055
7.086,1,1,0,-62.297,-10.488
7.086,1,2,0,-91.062,-39.252
7.086,1,3,0,-91.388,-39.579
7.086,1,4,0,-58.972,-7.163
7.086,1,5,0,-76.736,-24.926
7.086,1,6,0,-85.655,-33.846
7.086,1,7,1,-58.503,-6.694
7.086,1,8,0,-88.174,-36.365
7.086,1,9,0,-88.174,-36.365
7.086,2,1,1,-60.318,-12.763
7.086,2,2,0,-80.219,-32.664
7.086,2,3,0,-87.593,-40.038
7.086,2,4,0,-69.022,-21.467
7.086,2,5,0,-57.159,-9.604
7.086,2,6,0,-81.898,-34.344
7.086,2,7,0,-52.388,-4.833
7.086,2,8,0,-81.610,-34.056
7.086,2,9,0,-81.610,-34.056
7.091,1,1,0,-62.296,-10.487
7.091,1,2,0,-91.065,-39.256
7.091,1,3,0,-91.389,-39.580
7.091,1,4,0,-58.969,-7.160
7.091,1,5,0,-76.743,-24.934
7.091,1,6,0,-85.655,-33.846
7.091,1,7,1,-58.505,-6.696
7.091,1,8,0,-88.175,-36.366
7.091,1,9,0,-88.175,-36.366
7.091,2,1,1,-60.320,-12.765
7.091,2,2,0,-80.218,-32.663
7.091,2,3,0,-87.594,-40.039
7.091,2,4,0,-69.022,-21.467
7.091,2,5,0,-57.162,-9.607
7.091,2,6,0,-81.901,-34.346
7.091,2,7,0,-52.387,-4.832
7.091,2,8,0,-81.611,-34.056
7.091,2,9,0,-81.611,-34.056
7.096,1,1,0,-62.296,-10.487
7.096,1,2,0,-91.069,-39.260
7.096,1,3,0,-91.389,-39.580
7.096,1,4,0,-58.966,-7.158
7.096,1,5,0,-76.749,-24.941
7.096,1,6,0,-85.655,-33.847
7.096,1,7,1,-58.506,-6.698
7.096,1,8,0,-88.177,-36.368
7.096,1,9,0,-88.177,-36.368
7.096,2,1,1,-60.322,-12.767
7.096,2,2,0,-80.217,-32.662
7.096,2,3,0,-87.596,-40.041
7.096,2,4,0,-69.022,-21.467
7.096,2,5,0,-57.165,-9.610
7.096,2,6,0,-81.903,-34.348
7.096,2,7,0,-52.386,-4.831
7.096,2,8,0,-81.611,-34.056
7.096,2,9,0,-81.611,-34.056
7.101,1,1,0,-62.295,-10.487
7.101,1,2,0,-91.072,-39.264
7.101,1,3,0,-91.389,-39.581
7.101,1,4,0,-58.963,-7.155
7.101,1,5,0,-76.756,-24.948
7.101,1,6,0,-85.655,-33.847
7.101,1,7,1,-58.508,-6.700
7.101,1,8,0,-88.178,-36.370
7.101,1,9,0,-88.178,-36.370
7.101,2,1,1,-60.324,-12.769
7.101,2,2,0,-80.215,-32.660
7.101,2,3,0,-87.597,-40.042
7.101,2,4,0,-69.022,-21.467
7.101,2,5,0,-57.168,-9.613
7.101,2,6,0,-81.905,-34.350
7.101,2,7,0,-52.385,-4.829
7.101,2,8,0,-81.612,-34.057
7.101,2,9,0,-81.612,-34.057
7.106,1,1,0,-62.295,-10.487
7.106,1,2,0,-91.076,-39.268
7.106,1,3,0,-91.390,-39.582
7.106,1,4,0,-58.961,-7.153
7.106,1,5,0,-76.763,-24.955
7.106,1,6,0,-85.655,-33.847
7.106,1,7,1,-58.510,-6.702
7.106,1,8,0,-88.179,-36.371
7.106,1,9,0,-88.179,-36.371
7.106,2,1,1,-60.327,-12.771
7.106,2,2,0,-80.214,-32.659
7.106,2,3,0,-87.598,-40.042
7.106,2,4,0,-69.023,-21.467
7.106,2,5,0,-57.171,-9.616
7.106,2,6,0,-81.907,-34.352
7.106,2,7,0,-52.384,-4.828
7.106,2,8,0,-81.612,-34.057
7.106,2,9,0,-81.612,-34.057
7.111,1,1,0,-62.295,-10.487
7.111,1,2,0,-91.080,-39.272
7.111,1,3,0,-91.390,-39.583
7.111,1,4,0,-58.958,-7.150
7.111,1,5,0,-76.770,-24.963
7.111,1,6,0,-85.655,-33.848
7.111,1,7,1,-58.512,-6.704
7.111,1,8,0,-88.180,-36.373
7.111,1,9,0,-88.180,-36.373
7.111,2,1,1,-60.329,-12.773
7.111,2,2,0,-80.213,-32.657
7.111,2,3,0,-87.599,-40.044
7.111,2,4,0,-69.023,-21.467
7.111,2,5,0,-57.174,-9.619
7.111,2,6,0,-81.909,-34.354
7.111,2,7,0,-52.382,-4.827
7.111,2,8,0,-81.613,-34.057
7.111,2,9,0,-81.613,-34.057
7.116,1,1,0,-62.294,-10.487
7.116,1,2,0,-91.083,-39.276
7.116,1,3,0,-91.390,-39.583
7.116,1,4,0,-58.955,-7.148
7.116,1,5,0,-76.777,-24.970
7.116,1,6,0,-85.655,-33.848
7.116,1,7,1,-58.513,-6.706
7.116,1,8,0,-88.181,-36.374
7.116,1,9,0,-88.181,-36.374
7.116,2,1,1,-60.331,-12.775
7.116,2,2,0,-80.212,-32.656
7.116,2,3,0,-87.601,-40.045
7.116,2,4,0,-69.023,-21.467
7.116,2,5,0,-57.178,-9.622
7.116,2,6,0,-81.911,-34.356
7.116,2,7,0,-52.381,-4.826
7.116,2,8,0,-81.613,-34.057
7.116,2,9,0,-81.613,-34.057
7.121,1,1,0,-62.294,-10.487
7.121,1,2,0,-91.087,-39.280
7.121,1,3,0,-91.391,-39.584
7.121,1,4,0,-58.952,-7.146
7.121,1,5,0,-76.784,-24.977
7.121,1,6,0,-85.655,-33.848
7.121,1,7,1,-58.515,-6.708
7.121,1,8,0,-88.183,-36.376
7.121,1,9,0,-88.183,-36.376
7.121,2,1,1,-60.333,-12.777
7.121,2,2,0,-80.211,-32.655
7.121,2,3,0,-87.602,-40.046
7.121,2,4,0,-69.023,-21.467
7.121,2,5,0,-57.181,-9.625
7.121,2,6,0,-81.914,-34.358
7.121,2,7,0,-52.380,-4.824
7.121,2,8,0,-81.614,-34.058
7.121,2,9,0,-81.614,-34.058
7.126,1,1,0,-62.293,-10.487
7.126,1,2,0,-91.091,-39.285
7.126,1,3,0,-91.391,-39.585
7.126,1,4,0,-58.949,-7.143
7.126,1,5,0,-76.791,-24.984
7.126,1,6,0,-85.655,-33.849
7.126,1,7,1,-58.517,-6.710
7.126,1,8,0,-88.184,-36.378
7.126,1,9,0,-88.184,-36.378
7.126,2,1,1,-60.335,-12.779
7.126,2,2,0,-80.209,-32.653
7.126,2,3,0,-87.603,-40.047
7.126,2,4,0,-69.024,-21.467
7.126,2,5,0,-57.184,-9.628
7.126,2,6,0,-81.916,-34.360
7.126,2,7,0,-52.379,-4.823
7.126,2,8,0,-81.614,-34.058
7.126,2,9,0,-81.614,-34.058
7.131,1,1,0,-62.293,-10.487
7.131,1,2,0,-91.094,-39.289
7.131,1,3,0,-91.391,-39.586
7.131,1,4,0,-58.946,-7.141
7.131,1,5,0,-76.797,-24.992
7.131,1,6,0,-85.655,-33.849
7.131,1,7,1,-58.518,-6.713
7.131,1,8,0,-88.185,-36.379
7.131,1,9,0,-88.185,-36.379
7.131,2,1,1,-60.337,-12.781
7.131,2,2,0,-80.208,-32.652
7.131,2,3,0,-87.604,-40.048
7.131,2,4,0,-69.024,-21.468
7.131,2,5,0,-57.187,-9.631
7.131,2,6,0,-81.918,-34.362
7.131,2,7,0,-52.378,-4.822
7.131,2,8,0,-81.615,-34.058
7.131,2,9,0,-81.615,-34.058
7.136,1,1,0,-62.293,-10.487
7.136,1,2,0,-91.098,-39.293
7.136,1,3,0,-91.392,-39.586
7.136,1,4,0,-58.944,-7.138
7.136,1,5,0,-76.805,-24.999
7.136,1,6,0,-85.655,-33.849
7.136,1,7,1,-58.520,-6.715
7.136,1,8,0,-88.186,-36.381
7.136,1,9,0,-88.186,-36.381
7.136,2,1,1,-60.339,-12.783
7.136,2,2,0,-80.207,-32.650
7.136,2,3,0,-87.606,-40.049
7.136,2,4,0,-69.024,-21.468
7.136,2,5,0,-57.190,-9.634
7.136,2,6,0,-81.920,-34.364
7.136,2,7,0,-52.377,-4.820
7.136,2,8,0,-81.615,-34.059
7.136,2,9,0,-81.615,-34.059
7.141,1,1,0,-62.292,-10.487
7.141,1,2,0,-91.101,-39.297
7.141,1,3,0,-91.392,-39.587
7.141,1,4,0,-58.941,-7.136
7.141,1,5,0,-76.811,-25.007
7.141,1,6,0,-85.655,-33.850
7.141,1,7,1,-58.522,-6.717
7.141,1,8,0,-88.187,-36.382
7.141,1,9,0,-88.187,-36.382
7.141,2,1,1,-60.341,-12.785
7.141,2,2,0,-80.206,-32.649
7.141,2,3,0,-87.607,-40.050
7.141,2,4,0,-69.024,-21.468
7.141,2,5,0,-57.193,-9.636
7.141,2,6,0,-81.922,-34.366
7.141,2,7,0,-52.376,-4.819
7.141,2,8,0,-81.616,-34.059
7.141,2,9,0,-81.616,-34.059
7.146,1,1,0,-62.292,-10.487
7.146,1,2,0,-91.105,-39.301
7.146,1,3,0,-91.392,-39.588
7.146,1,4,0,-58.938,-7.133
7.146,1,5,0,-76.818,-25.014
7.146,1,6,0,-85.655,-33.850
7.146,1,7,1,-58.523,-6.719
7.146,1,8,0,-88.189,-36.384
7.146,1,9,0,-88.189,-36.384
7.146,2,1,0,-60.344,-12.787
7.146,2,2,0,-80.205,-32.648
7.146,2,3,0,-87.608,-40.051
7.146,2,4,0,-69.025,-21.468
7.146,2,5,0,-57.197,-9.640
7.146,2,6,0,-81.925,-34.368
7.146,2,7,1,-52.375,-4.818
7.146,2,8,0,-81.616,-34.059
7.146,2,9,0,-81.616,-34.059
7.151,1,1,0,-62.291,-10.487
7.151,1,2,0,-91.109,-39.305
7.151,1,3,0,-91.393,-39.588
7.151,1,4,0,-58.935,-7.131
7.151,1,5,0,-76.825,-25.021
7.151,1,6,0,-85.654,-33.850
7.151,1,7,1,-58.525,-6.721
7.151,1,8,0,-88.190,-36.386
7.151,1,9,0,-88.190,-36.386
7.151,2,1,0,-60.346,-12.789
7.151,2,2,0,-80.203,-32.646
7.151,2,3,0,-87.610,-40.052
7.151,2,4,0,-69.025,-21.468
7.151,2,5,0,-57.200,-9.643
7.151,2,6,0,-81.927,-34.370
7.151,2,7,1,-52.374,-4.816
7.151,2,8,0,-81.617,-34.059
7.151,2,9,0,-81.617,-34.059
7.156,1,1,0,-62.291,-10.487
7.156,1,2,0,-91.112,-39.309
7.156,1,3,0,-91.393,-39.589
7.156,1,4,0,-58.932,-7.129
7.156,1,5,0,-76.832,-25.028
7.156,1,6,0,-85.654,-33.851
7.156,1,7,1,-58.527,-6.723
7.156,1,8,0,-88.191,-36.387
7.156,1,9,0,-88.191,-36.387
7.156,2,1,0,-60.348,-12.791
7.156,2,2,0,-80.202,-32.645
7.156,2,3,0,-87.611,-40.053
7.156,2,4,0,-69.025,-21.468
7.156,2,5,0,-57.203,-9.646
7.156,2,6,0,-81.929,-34.372
7.156,2,7,1,-52.372,-4.815
7.156,2,8,0,-81.617,-34.060
7.156,2,9,0,-81.617,-34.060
7.161,1,1,0,-62.290,-10.487
7.161,1,2,0,-91.116,-39.313
7.161,1,3,0,-91.393,-39.590
7.161,1,4,0,-58.929,-7.126
7.161,1,5,0,-76.839,-25.036
7.161,1,6,0,-85.654,-33.851
7.161,1,7,1,-58.528,-6.725
7.161,1,8,0,-88.192,-36.389
7.161,1,9,0,-88.192,-36.389
7.161,2,1,0,-60.350,-12.793
7.161,2,2,0,-80.201,-32.643
7.161,2,3,0,-87.612,-40.054
7.161,2,4,0,-69.026,-21.468
7.161,2,5,0,-57.206,-9.648
7.161,2,6,0,-81.931,-34.374
7.161,2,7,1,-52.371,-4.814
7.161,2,8,0,-81.617,-34.060
7.161,2,9,0,-81.617,-34.060
7.166,1,1,0,-62.290,-10.487
7.166,1,2,0,-91.120,-39.317
7.166,1,3,0,-91.394,-39.591
7.166,1,4,0,-58.927,-7.124
7.166,1,5,0,-76.846,-25.043
7.166,1,6,0,-85.654,-33.852
7.166,1,7,1,-58.530,-6.727
7.166,1,8,0,-88.193,-36.390
7.166,1,9,0,-88.193,-36.390
7.166,2,1,0,-60.352,-12.794
7.166,2,2,0,-80.200,-32.642
7.166,2,3,0,-87.613,-40.056
7.166,2,4,0,-69.026,-21.468
7.166,2,5,0,-57.209,-9.652
7.166,2,6,0,-81.933,-34.376
7.166,2,7,1,-52.370,-4.813
7.166,2,8,0,-81.618,-34.060
7.166,2,9,0,-81.618,-34.060
7.171,1,1,0,-62.289,-10.487
7.171,1,2,0,-91.123,-39.321
7.171,1,3,0,-91.394,-39.591
7.171,1,4,0,-58.924,-7.121
7.171,1,5,0,-76.853,-25.050
7.171,1,6,0,-85.654,-33.852
7.171,1,7,1,-58.532,-6.729
7.171,1,8,0,-88.195,-36.392
7.171,1,9,0,-88.195,-36.392
7.171,2,1,0,-60.354,-12.796
7.171,2,2,0,-80.198,-32.641
7.171,2,3,0,-87.614,-40.056
7.171,2,4,0,-69.026,-21.468
7.171,2,5,0,-57.212,-9.654
7.171,2,6,0,-81.936,-34.378
7.171,2,7,1,-52.369,-4.811
7.171,2,8,0,-81.618,-34.060
7.171,2,9,0,-81.618,-34.060
7.176,1,1,0,-62.289,-10.487
7.176,1,2,0,-91.127,-39.325
7.176,1,3,0,-91.394,-39.592
7.176,1,4,0,-58.921,-7.119
7.176,1,5,0,-76.860,-25.058
7.176,1,6,0,-85.654,-33.852
7.176,1,7,1,-58.533,-6.731
7.176,1,8,0,-88.196,-36.394
7.176,1,9,0,-88.196,-36.394
7.176,2,1,0,-60.356,-12.798
7.176,2,2,0,-80.197,-32.639
7.176,2,3,0,-87.616,-40.058
7.176,2,4,0,-69.026,-21.468
7.176,2,5,0,-57.215,-9.657
7.176,2,6,0,-81.938,-34.380
7.176,2,7,1,-52.368,-4.810
7.176,2,8,0,-81.619,-34.061
7.176,2,9,0,-81.619,-34.061
7.181,1,1,0,-62.289,-10.487
7.181,1,2,0,-91.130,-39.329
7.181,1,3,0,-91.394,-39.593
7.181,1,4,0,-58.918,-7.117
7.181,1,5,0,-76.867,-25.065
7.181,1,6,0,-85.654,-33.853
7.181,1,7,1,-58.535,-6.733
7.181,1,8,0,-88.197,-36.396
7.181,1,9,0,-88.197,-36.396
7.181,2,1,0,-60.358,-12.800
7.181,2,2,0,-80.196,-32.638
7.181,2,3,0,-87.617,-40.059
7.181,2,4,0,-69.027,-21.468
7.181,2,5,0,-57.219,-9.660
7.181,2,6,0,-81.940,-34.382
7.181,2,7,1,-52.367,-4.809
7.181,2,8,0,-81.619,-34.061
7.181,2,9,0,-81.619,-34.061
7.186,1,1,0,-62.288,-10.487
7.186,1,2,0,-91.134,-39.333
7.186,1,3,0,-91.395,-39.594
7.186,1,4,0,-58.915,-7.114
7.186,1,5,0,-76.874,-25.073
7.186,1,6,0,-85.654,-33.853
7.186,1,7,1,-58.537,-6.736
7.186,1,8,0,-88.198,-36.397
7.186,1,9,0,-88.198,-36.397
7.186,2,1,0,-60.361,-12.802
7.186,2,2,0,-80.195,-32.636
7.186,2,3,0,-87.618,-40.060
7.186,2,4,0,-69.027,-21.468
7.186,2,5,0,-57.222,-9.663
7.186,2,6,0,-81.942,-34.384
7.186,2,7,1,-52.366,-4.808
7.186,2,8,0,-81.620,-34.061
7.186,2,9,0,-81.620,-34.061
7.191,1,1,0,-62.288,-10.487
7.191,1,2,0,-91.138,-39.337
7.191,1,3,0,-91.395,-39.594
7.191,1,4,0,-58.913,-7.112
